Metabolite Name,Log2 Fold Change,Mann-Whitney P Value FDR Adjusted,T-test P value FDR Adjusted
"1,2-propanediol",0.50223152173995034,0.036068266957546447,0.39745093830692474
"1,3-dihydroxyacetone",0.081752974024999328,0.40181996087377558,1.0
"1,5-anhydroglucitol (1,5-AG)",-0.11506240489963285,0.9177828481895608,1.0
1-arachidonoylglycerophosphoethanolamine*,-1.194642357345377,1.0,0.42618683143371455
1-arachidonoylglycerophosphoinositol*,-2.68252720592869,0.026735912079421831,0.013311834686205851
1-docosahexaenoylglycerol (1-monodocosahexaenoin),-2.8793565857486221,0.0088146081015115039,0.0013433826395289523
1-heptadecanoylglycerophosphocholine,-1.7822114853080016,0.42818956211963266,0.52166835852568649
1-heptadecanoylglycerophosphoethanolamine*,-1.2269439898864378,0.064598992820091752,0.041842092688981231
1-linoleoylglycerophosphocholine,-2.1725527002347991,0.35452863936323287,0.41906605888425652
1-methylhistamine,-0.49062484129599271,0.54481108532763312,0.48286928845865329
1-myristoylglycerol (1-monomyristin),-2.8509608403737841,0.012433285095881156,0.01536856519368077
1-myristoylglycerophosphocholine,-0.9085184978317945,0.68222046210395637,0.92906231894795133
1-oleoylglycerophosphocholine,-1.0003831685772735,0.77479920132165236,0.74095157175252779
1-oleoylglycerophosphoethanolamine,-1.2173486373018336,0.042027441404976454,0.02578303713704018
1-oleoylglycerophosphoinositol*,-4.2144611400302141,0.011243009916430142,0.0052043619337201275
1-palmitoleoylglycerophosphocholine*,-0.95477426797910891,0.56273443013355484,0.75286035371550608
1-palmitoylglycerol (1-monopalmitin),-2.5006781952860964,0.012433285095881156,0.014433534934482808
1-palmitoylglycerophosphocholine,-1.1964140183833329,0.33094055139563311,0.64788209358992277
1-palmitoylglycerophosphoethanolamine,-1.5491142569348155,0.027213923826018095,0.0079208332446875536
1-palmitoylglycerophosphoinositol*,-4.3111934516419144,0.017009908934805636,0.006476753446478585
1-palmitoylplasmenylethanolamine*,-1.665633529072116,0.035053495765921032,0.006476753446478585
1-pentadecanoylglycerol (1-monopentadecanoin),-2.3745087191764322,0.043883565579387766,0.057902299369530334
1-pentadecanoylglycerophosphocholine*,-1.4217410433803255,0.47150232849947415,0.41953212153048736
1-stearoylglycerol (1-monostearin),-2.0491430632948076,0.027213923826018095,0.038106917591432685
1-stearoylglycerophosphocholine,-1.3043897840775063,0.6680495223230869,0.57123750733826439
1-stearoylglycerophosphoethanolamine,-1.6140374582544796,0.035053495765921032,0.014433534934482808
1-stearoylglycerophosphoglycerol,-4.0400072393536819,0.026555726881394969,0.018346307763678484
1-stearoylglycerophosphoinositol,-2.0734162482021046,0.043728834220504914,0.04103225436079614
10-heptadecenoate (17:1n7),-0.95971398805675034,0.020083906155428041,0.0071154955923643098
10-nonadecenoate (19:1n9),-1.840457442086147,0.012433285095881156,0.0013433826395289523
13-HODE + 9-HODE,-1.2517232692787956,0.019159142267730422,0.012255228690738737
15-methylpalmitate (isobar with 2-methylpalmitate),-1.1420708415878622,0.012433285095881156,0.0036614198865551296
17-methylstearate,-1.7858669113551664,0.012433285095881156,0.0030455315647471303
2'-deoxyguanosine,-1.1140026861426915,0.10624371606294085,0.12881309849958347
2'-deoxyinosine,0.13853582292318781,0.99342602570782401,1.0
2-aminoadipate,-0.047532996953202795,1.0,1.0
2-aminobutyrate,-0.59899269398605792,0.15146477064985794,0.19000430954008585
2-arachidonoylglycerophosphocholine*,-0.36616160478129661,0.39426968790409245,1.0
2-arachidonoylglycerophosphoethanolamine*,1.5116483139469092,0.076890310002381571,0.70174968874835209
2-docosapentaenoylglycerophosphoethanolamine*,1.2231077316677452,0.44392666378239226,0.75235026866237498
2-ethylhexanoate (isobar with 2-propylpentanoate),0.05752258677855708,0.84212051052850578,1.0
2-hydroxybutyrate (AHB),0.45813010740055565,0.14755173932859195,0.2705152142069398
2-hydroxypalmitate,-0.43492374083560947,0.2917216368969468,0.54605118722013013
2-linoleoylglycerol (2-monolinolein),-3.1253559975473952,0.032903208604157019,0.057902299369530334
2-linoleoylglycerophosphocholine*,-1.0571473642246587,0.72260471034706475,0.70466006736588005
2-linoleoylglycerophosphoethanolamine*,0.47798837350137274,0.74226384345722396,1.0
2-methylbutyroylcarnitine,1.5854438741342582,0.036068266957546447,0.3920122163570447
2-myristoylglycerol (2-monomyristin),-3.902080083868281,0.0029434578333970654,0.039217282596596244
