C00583,0,"1,2-PROPANEDIOL"
C07326,0,"1,5-ANHYDROGLUCITOL (1,5-AG)"
C16356,-1.2509119086203782,"1,7-DIMETHYLURATE"
C00956,-1.0513690830127096,2-AMINOADIPATE
C02261,0,2-AMINOBUTYRATE
C05984,0,2-HYDROXYBUTYRATE (AHB)
C02630,0,2-HYDROXYGLUTARATE
C00882,1.0000115683526323,3'-DEPHOSPHOCOENZYME A
C03672,1.0691533360469365,3-(4-HYDROXYPHENYL)LACTATE
C05145,-1.6740999007600028,3-AMINOISOBUTYRATE
C01089,0,3-HYDROXYBUTYRATE (BHBA)
C00197,0,3-PHOSPHOGLYCERATE
C02642,0,3-UREIDOPROPIONATE
C06804,0,4-ACETAMIDOPHENOL
C04295,0,"4-ANDROSTEN-3BETA,17BETA-DIOL DISULFATE 1*"
C00989,1.361347501913807,4-HYDROXYBUTYRATE (GHB)
C00429,2.0788212159769075,"5,6-DIHYDROURACIL"
C00170,0.82177619538563196,5-METHYLTHIOADENOSINE (MTA)
C01879,-1.8122193184428468,5-OXOPROLINE
C00345,-1.6522538162473182,6-PHOSPHOGLUCONATE
C02571,0,ACETYLCARNITINE
C00147,2.9159604998000144,ADENINE
C00212,1.7729661402524595,ADENOSINE
C00946,0,ADENOSINE 2'-MONOPHOSPHATE (2'-AMP)
C00020,0,ADENOSINE 5'-MONOPHOSPHATE (AMP)
C03794,-0.83370810905970105,ADENYLOSUCCINATE
C16527,0,ADRENATE (22:4N6)
C00041,0,ALANINE
C02477,0,ALPHA-TOCOPHEROL
C00523,-1.3357512413838517,ANDROSTERONE SULFATE
C00474,0,ARABITOL
C00219,0,ARACHIDONATE (20:4N6)
C00062,0,ARGININE
C00072,0,ASCORBATE (VITAMIN C)
C00152,1.7015172937064436,ASPARAGINE
C00049,0.85935508608462807,ASPARTATE
C08261,0,AZELATE (NONANEDIOATE)
C00099,-1.8339534591716602,BETA-ALANINE
C00719,0,BETAINE
C00486,0,"BILIRUBIN (Z,Z)"
C01571,-0.56340312564201378,CAPRATE (10:0)
C01585,0,CAPROATE (6:0)
C06423,0,CAPRYLATE (8:0)
C00318,0,CARNITINE
C00090,0,CATECHOL SULFATE
C00187,0,CHOLESTEROL
C00114,-1.3350112703687285,CHOLINE
C00588,1.1883421320954577,CHOLINE PHOSPHATE
C08367,0,CIS-VACCENATE (18:1N7)
C00158,0,CITRATE
C00327,0.81776992136469728,CITRULLINE
C00010,0,COENZYME A
C00762,0,CORTISONE
C00300,1.5375457975992097,CREATINE
C00791,-1.5646908661818832,CREATININE
C00097,0,CYSTEINE
C00491,-2.5552935898158498,CYSTINE
C00475,0,CYTIDINE
C00307,0.73714982845011412,CYTIDINE 5'-DIPHOSPHOCHOLINE
C00055,0,CYTIDINE 5'-MONOPHOSPHATE (5'-CMP)
C05822,0,CYTIDINE-3'-MONOPHOSPHATE (3'-CMP)
C01181,0,DEOXYCARNITINE
C16525,2.084471629516202,DIHOMO-LINOLEATE (20:2N6)
C03242,0,DIHOMO-LINOLENATE (20:3N3 OR N6)
C16533,0,DOCOSADIENOATE (22:2N6)
C06429,0,DOCOSAHEXAENOATE (DHA; 22:6N3)
C16513,0,DOCOSAPENTAENOATE (N3 DPA; 22:5N3)
C06428,2.377757608351954,EICOSAPENTAENOATE (EPA; 20:5N3)
C16526,0,EICOSENOATE (20:1N9 OR 11)
C05570,0,ERGOTHIONEINE
C00503,0,ERYTHRITOL
C00189,0,ETHANOLAMINE
C00016,-1.7554606669572794,FLAVIN ADENINE DINUCLEOTIDE (FAD)
C00095,4.1138912006399613,FRUCTOSE
C05345,4.3697547163725865,FRUCTOSE-6-PHOSPHATE
C00122,-1.0537984278139645,FUMARATE
D00332,0,GABAPENTIN
C01582,3.1038252894367799,GALACTOSE
C00334,-1.813258518403627,GAMMA-AMINOBUTYRATE (GABA)
C05282,-3.3284890635255771,GAMMA-GLUTAMYLGLUTAMATE
C02483,0,GAMMA-TOCOPHEROL
C00257,0,GLUCONATE
