221476,-8.7564583205868392,PI16
7123,-4.84171958303022,CLEC3B
286133,-6.9180506587584301,SCARA5
146556,-6.5379653738776602,C16orf89
3131,-5.2979151537629701,HLF
477,-6.7904445574037497,ATP1A2
125,-7.7797470982991097,ADH1B
11170,-4.9076849769464896,FAM107A
2159,-4.6759375400255401,F10
5837,-5.0165202021969701,PYGM
4969,-6.9244830574045197,OGN
6943,-4.3505039662242799,
6517,-5.0684599811411104,SLC2A4
3899,-4.7714343351832103,AFF3
11076,-3.9020373886992901,TPPP
8436,-4.2343082808546697,SDPR
8736,-4.1823149030613402,MYOM1
4684,-5.2741195077408802,NCAM1
8013,-4.5161487877201596,
5354,-6.7973774339351998,PLP1
126393,-6.0017457265902499,HSPB6
2949,-4.6518053485797699,GSTM5
730,-6.6537999861561401,C7
5239,-5.9453083502174398,PGM5
114905,-4.4018164162472102,C1QTNF7
93649,-5.4541691738441802,MYOCD
57863,-6.0577968026258704,CADM3
283383,-5.27846508727737,GPR133
1675,-4.5673999742469702,CFD
5348,-5.4824780509564999,FXYD1
146713,-6.13892507491932,RBFOX3
257194,-4.6039608114025503,NEGR1
7148,-5.2150690042630696,TNXB
84417,-6.6425900771500901,C2orf40
6358,-5.2308734376140702,CCL14
1960,-4.1073445870015997,EGR3
57188,-4.9128351306907101,ADAMTSL3
10351,-5.1816279437889001,ABCA8
80332,-4.2952218372315398,ADAM33
100302650,-3.3577915624549499,BRE-AS1
316,-5.0568982586714197,AOX1
5023,-5.0611828220826096,P2RX1
219348,-4.5336342906826399,PLAC9
2788,-3.3154284026726302,GNG7
91851,-5.99922143260188,CHRDL1
5138,-2.9826535403466599,PDE2A
572558,-7.56169751880637,PGM5-AS1
111,-4.9930924789353703,ADCY5
10231,-3.2438018836663498,RCAN2
6263,-3.4319892696062699,RYR3
25890,-4.1507575644177601,ABI3BP
23017,-5.0249373992320798,FAIM2
2674,-4.90227630049033,GFRA1
845,-6.0188644444803696,CASQ2
5662,-4.2294251996496204,PSD
26577,-4.6910418445358104,PCOLCE2
10365,-3.0370959497688998,KLF2
55022,-3.5792960272060701,PID1
8516,-4.8568975245219104,ITGA8
2294,-3.4643682915794498,FOXF1
79974,-3.8128989451080999,CPED1
80760,-3.8914507871567299,ITIH5
1805,-5.6150140508095401,DPT
27145,-3.74697373770955,FILIP1
401093,-3.0597474450035902,MBNL1-AS1
25891,-3.0684939296167801,PAMR1
114815,-5.9705463161268701,SORCS1
51676,-3.64106111114056,ASB2
70,-7.0198041712545596,ACTC1
4653,-6.4183903543472098,MYOC
3779,-3.84861119731185,
285313,-5.1124869931818502,IGSF10
9737,-2.8374556262891302,GPRASP1
5166,-4.3109969374268298,PDK4
64321,-2.8749373598383801,SOX17
85352,-4.1494057269117803,KIAA1644
23336,-5.2548041764714304,SYNM
221662,-4.4883995302972099,RBM24
256691,-4.13785022989999,MAMDC2
9796,-3.8851639333709,PHYHIP
23743,-4.2447112052317104,BHMT2
287,-4.11621707913182,ANK2
84812,-2.2802149047415199,PLCD4
84952,-3.1922273393021401,CGNL1
