C00717,0.50223152173995034,"1,2-propanediol"
C00184,0,"1,3-dihydroxyacetone"
C07326,0,"1,5-anhydroglucitol (1,5-AG)"
C04100,0,1-linoleoylglycerophosphocholine
C05127,0,1-methylhistamine
D01947,-2.0491430632948076,1-stearoylglycerol (1-monostearin)
C00330,0,2'-deoxyguanosine
C05512,0,2'-deoxyinosine
C00956,0,2-aminoadipate
C02261,0,2-aminobutyrate
C05984,0,2-hydroxybutyrate (AHB)
C00882,-1.1006861536956127,3'-dephosphocoenzyme A
C03672,0.95367080739180032,3-(4-hydroxyphenyl)lactate
C05145,0,3-aminoisobutyrate
C02636,0,3-dehydrocarnitine*
C01089,0,3-hydroxybutyrate (BHBA)
C00671,0,3-methyl-2-oxovalerate
C01152,-0.75278462721429795,3-methylhistidine
C00597,0,3-phosphoglycerate
C04295,0,"4-androsten-3beta,17beta-diol disulfate 1*"
C00989,1.0878689352958391,4-hydroxybutyrate (GHB)
C01179,0,4-hydroxyphenylpyruvate
C00233,0,4-methyl-2-oxopentanoate
C00429,0,"5,6-dihydrouracil"
C00170,0,5-methylthioadenosine (MTA)
C01879,0,5-oxoproline
C05961,0,6-keto prostaglandin F1alpha
C00345,0,6-phosphogluconate
C17337,1.5840444620468532,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
C14828,-1.8626014003877198,"9,10-hydroxyoctadec-12(Z)-enoic acid"
C02571,0.51255858772763407,acetylcarnitine
C00147,0,adenine
C00212,0,adenosine
C00946,0,adenosine 2'-monophosphate (2'-AMP)
C01367,0,adenosine 3'-monophosphate (3'-AMP)
C00020,0,adenosine 5'-monophosphate (AMP)
C00301,0,adenosine 5'diphosphoribose
C03794,0,adenylosuccinate
C16527,0,adrenate (22:4n6)
C00041,0,alanine
C00474,0,arabitol
C00219,0,arachidonate (20:4n6)
C00062,0,arginine
C00072,0,ascorbate (Vitamin C)
C00152,0,asparagine
C00049,0,aspartate
C08261,0,azelate (nonanedioate)
C00099,1.0803904157201627,beta-alanine
C00719,0,betaine
C00500,0,biliverdin
C07481,0,caffeine
C01571,0,caprate (10:0)
C01585,0,caproate (6:0)
C06423,0,caprylate (8:0)
C00090,0,catechol sulfate
C00187,0,cholesterol
C08367,0,cis-vaccenate (18:1n7)
C00158,0,citrate
C00327,1.3779318392465005,citrulline
C00735,0,cortisol
C00300,0,creatine
C00791,0,creatinine
C00097,0,cysteine
C00491,0,cystine
C00475,-1.5185380848272187,cytidine
C00055,0,cytidine 5'-monophosphate (5'-CMP)
C05822,-1.4547262608399134,cytidine-3'-monophosphate (3'-CMP)
C01181,0,deoxycarnitine
C03726,0,dexpanthenol
C16525,-1.6186719984989864,dihomo-linoleate (20:2n6)
C03242,-1.1936980958728214,dihomo-linolenate (20:3n3 or n6)
C03626,0,dimethylarginine (SDMA + ADMA)
C01026,0,dimethylglycine
C16533,-1.1714761880180276,docosadienoate (22:2n6)
C06429,-1.372251762372688,docosahexaenoate (DHA; 22:6n3)
C16513,-1.057352430772784,docosapentaenoate (n3 DPA; 22:5n3)
C16534,-1.1846092169014317,docosatrienoate (22:3n3)
C06428,-1.4376478953795142,eicosapentaenoate (EPA; 20:5n3)
C16526,-1.7982109324641222,eicosenoate (20:1n9 or 11)
C05570,1.0114036080121707,ergothioneine
C00503,0,erythritol
C00189,0,ethanolamine
C00016,0,flavin adenine dinucleotide (FAD)
C00095,0,fructose
C05345,0,fructose-6-phosphate
C00382,0,fucose
C00122,0,fumarate
C00334,0,gamma-aminobutyrate (GABA)
C00818,1.120834391894028,glucarate (saccharate)
C00257,0,gluconate
C00031,0,glucose
C00668,0,glucose-6-phosphate (G6P)
C00025,0,glutamate
C00064,0,glutamine
C00127,2.0376900318408477,"glutathione, oxidized (GSSG)"
C00051,3.5362608999095597,"glutathione, reduced (GSH)"
C00258,0,glycerate
C00116,-1.5903729716271917,glycerol
C02979,-1.5816836698614563,glycerol 2-phosphate
C00093,-1.5819989490785675,glycerol 3-phosphate (G3P)
C00670,-1.5306261672872448,glycerophosphorylcholine (GPC)
C00037,0,glycine
C05466,0,glycochenodeoxycholate
C01921,0,glycocholate
C05464,0,glycodeoxycholate
C11301,0,glycolithocholate sulfate*
C02037,0,glycylglycine
C02155,0,glycylleucine
C00581,-1.2736559190182248,guanidinoacetate
C00242,0,guanine
C00387,-1.0699347127682255,guanosine
C17714,0,heptanoate (7:0)
C19615,0,hexadecanedioate
C01586,0,hippurate
C00388,0,histamine
C00135,0,histidine
C00155,0,homocysteine
C00519,0,hypotaurine
C00262,0,hypoxanthine
C04006,0,inositol 1-phosphate (I1P)
C00407,0,isoleucine
C07525,0,ketamine
C00328,0.99573182221713519,kynurenine
C00186,0.48368513703895388,lactate
C02679,-1.4598427719221445,laurate (12:0)
C00123,0,leucine
C11332,0,leucylleucine
D00358,0,lidocaine
C01595,-1.2853224305854125,linoleate (18:2n6)
C06427,-1.8504099162826848,linolenate [alpha or gamma; (18:3n3 or 6)]
C00047,-0.89777216411591965,lysine
C00149,0,malate
C00208,0,maltose
C02052,0,maltotetraose
C01835,1.1951442421268588,maltotriose
C00392,0,mannitol
C00159,-0.99922647968034162,mannose
C00275,0,mannose-6-phosphate
C00073,0,methionine
C02989,0,methionine sulfoxide
C07202,0,metoprolol
C00137,-0.81521786679914765,myo-inositol
C06424,-0.98079445860339132,myristate (14:0)
C08322,-1.3074261623319821,myristoleate (14:1n5)
C12270,-0.9505130400773445,N-acetyl-aspartyl-glutamate (NAAG)
C02847,0,N-acetylalanine
C01042,-1.1385610325318656,N-acetylaspartate (NAA)
C00140,0,N-acetylglucosamine
C00357,0,N-acetylglucosamine 6-phosphate
C02712,0,N-acetylmethionine
C00270,0,N-acetylneuraminate
C01118,0,N-acetylthreonine
C16561,-0.87414904519743131,N-ethylglycinexylidide*
C02494,0,N1-methyladenosine
C02727,0,N6-acetyllysine
C00153,0,nicotinamide
C00003,0,nicotinamide adenine dinucleotide (NAD+)
C00455,0,nicotinamide ribonucleotide (NMN)
C16535,-1.3529174390435792,nonadecanoate (19:0)
C00712,-1.4150540532557401,oleate (18:1n9)
C00077,-0.98638757974606694,ornithine
C01468,0,p-cresol sulfate
C00249,-1.0877874015632432,palmitate (16:0)
C16995,-6.1757062321271041,"palmitate, methyl ester"
C08362,-0.98405987995495414,palmitoleate (16:1n7)
C00864,0,pantothenate
C13747,0,paraxanthine
C01601,-0.41100264566246381,pelargonate (9:0)
C02180,0,phenol sulfate
C05597,0,phenylacetylglutamine
C00079,0,phenylalanine
C00009,0,phosphate
C00346,0,phosphoethanolamine
C00408,0.62045486620336454,pipecolate
C05484,0,pregnen-diol disulfate*
C00148,0,proline
C03017,0,propionylcarnitine
C05953,0,prostaglandin A2
C00696,0,prostaglandin D2
C00584,1.669372113197134,prostaglandin E2
C02067,0,pseudouridine
C00134,0,putrescine
C00255,0,riboflavin (Vitamin B2)
C00121,0,ribose
C00117,0,ribose 5-phosphate
C00309,0,ribulose
C00021,0,S-adenosylhomocysteine (SAH)
C03451,0,S-lactoylglutathione
C06153,-1.4034412751979479,scyllo-inositol
C08277,0,sebacate (decanedioate)
C00065,0,serine
C00794,0,sorbitol
C00315,0,spermidine
C00750,0,spermine
C00836,0,sphinganine
C00319,0,sphingosine
C00751,0,squalene
C10172,0,stachydrine
C13846,-1.0446796101798559,stearamide
C01530,-1.3810334592980973,stearate (18:0)
C00550,-1.3743267699715385,stearoyl sphingomyelin
C00042,-1.3652793181567677,succinate
C00245,0.74619623907184784,taurine
C05465,0,taurochenodeoxycholate
C05122,0,taurocholate
C05463,0,taurodeoxycholate
C16884,0,threitol
C00188,0,threonine
C05963,0,thromboxane B2
C00178,0,thymine
C01157,0.39243632861965294,trans-4-hydroxyproline
C00078,0,tryptophan
C09213,0,tryptophan betaine 
C00082,0,tyrosine
C00167,0,UDP-glucuronate
C17715,0,undecanoate (11:0)
C00106,0,uracil
C00366,0,urate
C00086,0,urea
C00299,-0.49682800824943862,uridine
C00183,0,valine
C00385,0,xanthine
C01762,0,xanthosine
C00379,0,xylitol
C00502,0,xylonate
C00181,0,xylose
C00310,0,xylulose
