C02261,0.73200361149012994,2-aminobutyrate
C00026,0,2-oxoglutarate (2O G )
C00141,0,2-oxoisopentanoate
C00197,0,3-phosphoglycerate (3P G )
C00355,0,"3,4-dihydroxyphenylalanine (D O P A )"
C00334,1.2294260131909747,4-aminobutyrate
C00345,0,6-phosphogluconate (6P G )
C00224,0,acetyl C oA
C00147,0.71511889186795707,adenine
C00212,0,adenosine
C00008,0,ADP
C00041,0.77413240112709436,alanine
C00020,0,AMP
C00108,0,anthranilate
C00062,0.92460255139078473,arginine
C00152,1.0942532203880408,asparagine
C00049,0.71600369431748068,aspartate
C00002,0,ATP
C00575,0,cA M P
C00386,0,carnosine
C00112,0,CDP
C00942,0.45600263195558738,cG M P
C00417,0,cis -aconitate
C00158,-0.64916903800937975,citrate
C00327,1.3801427088326577,citrulline
C00055,0,CMP
C00024,0,CoA
C00300,0,creatine
C00063,0,CTP
C02291,0.99819550315325178,cystathionine
C00097,2.9691794247287993,cysteine
C00475,0,cytidine
C00380,0,cytosine
C00131,0,dA TP
C00458,0,dC TP
C00111,0,dihydroxyacetonephosphate (D H A P )
C00363,0,dTD P
C00364,0,dTM P
C00459,0,dTTP
C00279,0,erythrose-4P  (E4P )
C00016,0,FAD
C05345,1.3028949027247601,fructose -6P  (F6P )
C05378,1.3482872619077915,"fructose-1,6D P  (F1,6D P )"
C00122,0.88292194778218758,fum arate (Fum )
C00035,0.49981791947586329,GDP
C00257,1.488124829563116,gluconate
C00103,0,glucose-1P  (G 1P )
C00668,0,glucose-6P  (G 6P )
C00025,0.87524680044470893,glutam ate
C00064,0,glutam ine
C00051,0.46187886809192796,glutathione (G S H )
C00127,0,glutathione disulfide (G S S G )
C00093,0,glycerol-3P
C00037,0.88813731840605958,glycine
C00160,0,glycolate
C00048,0,glyoxylate
C00144,0,GMP
C00044,0,GTP
C00242,0,guanine
C00387,0,guanosine
C00135,0.94670775872333346,histidine
C00155,0,hom ocysteine
C00263,0,hom oserine
C01157,1.1891429169864536,hydroxyproline
C00519,1.8836436800966516,hypotaurine
C00262,2.1134887677528917,hypoxanthine
C04006,0,IM P
C00294,0,inosine
C00311,0,iso -citrate
C00407,1.3940536130708732,isoleucine
C00186,0.96923750214875359,lactate
C00123,1.3192265384459976,leucine
C00047,0.97795804104043338,lysine
C00149,1.0699005686622332,m alate (M al)
C00083,0,m alonyl C oA
C00073,1.404509284413249,m ethionine
C00003,0,NAD+
C00004,0,NADH
C00006,0,NADP+
C00005,0,NADPH
C00077,0.86584768574970306,ornithine
C00079,1.3910263524588646,phenylalanine
C00074,0,phosphoenolpyruvate (P EP )
C00148,1.6566589226481627,proline
C00119,0,PRPP
C00134,1.9125807317579104,putrescine
C00022,-0.90033926077860815,pyruvate
C00117,0,ribose-5P  (R 5P )
C00199,0,ribulose-5P  (R u5P )
C00021,1.1791688456859322,S -adenosylhom ocysteine (S A H )
C00019,1.3383947097926485,S -adenosylm ethionine (S A M )
C05382,0,sedoheptulose-7P  (S 7P )
C00065,0.6725850286764512,serine
C00315,1.5762452836200469,spermidine
C00750,0.89174710934797663,spermine
C00042,1.1897226844287596,succinate (S uc)
C00091,0,succinyl C oA  (suc-C oA )
C00245,1.0674784667961845,taurine
C00188,1.1620256790368171,threonine
C00078,0.86249647625006554,tryptophan
C00483,0,tyramine
C00082,1.3911637281623901,tyrosine
C00299,0,uridine
C00075,0,UTP
C00183,1.1206263537712453,valine
C00099,1.9996812075910375,Beta-alanine
C00669,0.58875906880923534,Gamma-glutamylcysteine
